iestades_kods;nosaukums
19377412;Proskurņa Tatjana - ģimenes ārsta un internista prakse 
10000142;Frolova Tatjana - ģimenes ārsta un pediatra prakse
19475434;Rezovska Irēna -ģimenes ārsta prakse
10000244;Langina Evita - ģimenes ārsta prakse
50000035;Ļipatova Alla - ārsta prakse ginekoloģijā, dzemdniecībā
400200005;Zaderņuka Inesa - ģimenes ārsta prakse 
740200042;Daukšte Inese - ģimenes ārsta prakse
740200023;Zadorožnaja Ņina - ģimenes ārsta prakse
360200031;Sinka Jolanta - ārsta prakse zobārstniecībā
420200058;LADENTA, Sabiedrība ar ierobežotu atbildību
740200019;Dīriņa Ligita Diāna - ģimenes ārsta prakse
19475433;Ozola Ilga - ģimenes ārsta prakse 
604300005;Aglonas doktorāts-S, SIA 
19475404;Savicka Dina - ģimenes ārsta prakse
90000021;MEDICOM, Sabiedrība ar ierobežotu atbildību
705500006;Budze Līga - ģimenes ārsta prakse
740200026;Ieviņš Einārs- ģimenes ārsta prakse 
210075425;Zīmele Emīlija - ģimenes ārsta prakse
19475410;Grīnhofa Zaiga - ģimenes ārsta prakse
500200009;Jansone Dace - ģimenes ārsta prakse 
10000072;Demidova Larisa - ģimenes ārsta prakse
250000024;DH prakse, SIA
901200019;Grīnvalde Ērika - ģimenes ārsta prakse
10000303;Ņemcevu ģimenes prakse, Sabiedrība ar ierobežotu atbildību
740200055;Saldniece Sandra - ģimenes ārsta prakse
641000017;Uldriķe Edīte - ģimenes ārsta prakse
360200010;Šnikvalde Anita - ģimenes ārsta un pediatra prakse 
250000036;Skuja Lija - ģimenes ārsta prakse 
801000017;Kukurāne Skaidrīte - ģimenes ārsta prakse
967100007;Šakare Anna - ģimenes ārsta prakse
760200012;Ruskulis Anatolijs - ģimenes ārsta prakse 
940200001;A.Kārkliņas doktorāts, SIA
705500008;Braķe Aina - ģimenes ārsta prakse
387500001;Paidere-Trubņika Dace - ģimenes ārsta prakse 
19375446;Saļahova Farida - ģimenes ārsta prakse
460200008;Cīrule Iveta -ģimenes ārsta prakse
806077202;Veinberga Zigrīda -ārsta prakse zobārstniecībā
10075411;ETELA konsultācijas, SIA
210000036;Taukule Kristīne - ģimenes ārsta prakse
888300002;Miķelsone Ingrīda - ģimenes ārsta un pediatra prakse
380200016;Slukina Tatjana - ģimenes ārsta prakse
90077422;Valdmane Evita - ģimenes ārsta prakse
170075442;Jakovļeva Alla - ģimenes ārsta prakse
801400006;Bērziņa Vēsma - ģimenes ārsta prakse
801400009;Bērziņš Aivars - ģimenes ārsta prakse
400200014;Zirne Ārija -ģimenes ārsta prakse
546700006;Šeine Regīna - ģimenes ārsta prakse
380200029;Briežuciema feldšeru - vecmāšu punkts, Balvu novada pašvaldība
380200032;Egļevas feldšeru - vecmāšu punkts, Balvu novada pašvaldība 
380200030;Krišjāņu feldšeru - vecmāšu punkts, Balvu novada pašvaldīb
380200033;Vectilžas feldšeru veselības punkts, Vectilžas pagasta padome 
380200034;Vīksnas feldšeru veselības punkts, Balvu novada pašvaldība
19277430;Ažipa Tatjana - ģimenes ārsta prakse
170075424;Ruņģe Mārīte - ģimenes ārsta prakse
900200054;Krūziņa Inga - ģimenes ārsta, dermatologa, venerologa un arodveselības un arodslimību ārsta prakse
780200014;RUŽINAS DOKTORĀTS, Sabiedrība ar ierobežotu atbildību
10000208;MAILOS, Sabiedrība ar ierobežotu atbildību
19375447;Kondratova Aija - ģimenes ārsta prakse
90054501;Valsts sociālās aprūpes centrs Zemgale
90054501;Valsts sociālās aprūpes centrs Vidzeme
10001534;Chitra, Sabiedrība ar ierobežotu atbildību 
781800015;Orlovs Dmitrijs -ģimenes ārsta prakse
50000029;Neiroprakse, Sabiedrība ar ierobežotu atbildību
170064504;ZOBĀRSTNIECĪBAS KABINETS, Aļeksejevas individuālais uzņēmums
10000276;Verneres Karīnas ģimenes ārsta prakse, SIA
19277413;Agarelovs Vadims - ģimenes ārsta prakse
10001309;Lapsa Diāna - ārsta prakse psihoterapijā 
10001420;Ingara Burlaka ģimenes ārsta prakse, Sabiedrība ar ierobežotu atbildību
960200002;DOKTORĀTS KALMES, Sabiedrība ar ierobežotu atbildību
10000003;Veselovskis Andris - ārsta prakse psihoterapijā
10001216;Klimko Inese - ģimenes ārsta prakse 
900200055;Matisone Marija - ģimenes ārsta, onkologa ķīmijterapeita un arodveselības un arodslimību ārsta prakse
19275440;Balmane Margarita - ģimenes ārsta prakse 
801600067;Cīrule Andra - ārsta prakse pneimonoloģijā
270065201;DOKTORĀTS ELITE, Medicīnas sabiedrība ar ierobežotu atbildību
19364501;Hermess, SIA
90044001;Stankus doktorāts, SIA
170075446;Brundzule Ieva - ģimenes ārsta un arodveselības un arodslimību ārsta prakse
801800003;Ganus Imants - ģimenes ārsta prakse
10000274;Dr. Justes privātprakse, SIA
10001535;Rīgas veselības centrs, SIA
641000005;Rutas Žubules individuālais zobārstniecības uzņēmums Grobiņā 
740200036;Boreiko Silvija - ģimenes ārsta un pediatra prakse
400200002;Butule Vilma - ģimenes ārsta un arodveselības un arodslimību ārsta prakse
19677439;Zambrāns Māris - ārsta prakse traumatoloģijā, ortopēdijā 
880200006;Blese Ingrīda - ģimenes ārsta prakse
380200008;Baranovska Ārija - ģimenes ārsta prakse
90077221;333, SIA
10000897;L un L, Sabiedrība ar ierobežotu atbildību
700200060;KV zobārstniecība, Sabiedrība ar ierobežotu atbildību
427300014;MĀRSNĒNU VESELĪBAS APRŪPES IESTĀDE, Priekuļu novada pašvaldība 
705500003;JUMURDAS FELDŠERU-VECMĀŠU PUNKTS, Ērgļu novada pašvaldība
620200037;Kuldīgas ginekologu prakse, SIA 
270000030;LARS, IK
170000012;Zirne Ieva - masiera prakse 
941600005;BLOMES PAGASTA FELDŠERU - VECMĀŠU PUNKTS, Smiltenes novada dome
941600005;BLOMES PAGASTA FELDŠERU - VECMĀŠU PUNKTS, Smiltenes novada Blomes pagasta pārvalde
661400009;Liepupes doktorāta Anitas Līdumas ģimenes ārsta prakse, Individuālais uzņēmums
661400010;Līduma Anita - ģimenes ārsta prakse
409500006;Mantons Uldis - ģimenes ārsta prakse 
380200021;Ivanova Dace - ģimenes ārsta un pediatra prakse 
840200051;Dubra Malda - ģimenes ārsta prakse
900200010;Bētiņa Lilita - ģimenes ārsta un arodveselības un arodslimību ārsta prakse 
900200015;Altroka Iveta Anita - ārsta prakse zobārstniecībā
10001455;Kalvja Krastiņa ārsta prakse, Sabiedrība ar ierobežotu atbildību
440200012;Latarceva Irēna - ārsta prakse zobārstniecībā
10064034;APRŪPES BIROJS, AS
780200003;Fedotova Antoņina - ģimenes ārsta prakse
10000931;Beķere Antra - ārsta prakse pneimonoloģijā un alergoloģijā
10000390;Vaivade Agita - ģimenes ārsta un pediatra prakse 
800800022;Baložu doktorāts, SIA
50000075;Daugavpils Stropu pamatskola-attīstības centrs
961600005;VINETAS ZVIEDRES ZOBĀRSTNIECĪBA, Sabiedrība ar ierobežotu atbildību
19677428;Gončars Valdis - ārsta prakse traumatoloģijā, ortopēdijā 
701800007;STIRNIENES FELDŠERPUNKTS, VARAKĻĀNU NOVADA PAŠVALDĪBA
900200049;Petrova Inese - ģimenes ārsta un arodveselības un arodslimību ārsta prakse
210000052;Amosovs Vladimirs - fizioterapeita prakse
10000094;ĒRGĻU zobārstniecība, SIA
10000127;EZERĶINGAS, Cēsu rajona Stalbes pagasta Sandras Zemvaldes zemnieka saimniecība
10064013;ĢIMENES ĀRSTA ANDRA LASMAŅA KLĪNIKA ALMA, Sabiedrība ar ierobežotu atbildību
10077485;Jūlijas Sočenovas ārsta prakse ginekoloģijā un dzemdniecībā, Sabiedrība ar ierobežotu atbildību
901200005;Piebalga Anna - ģimenes ārsta un arodveselības un arodslimību ārsta prakse
705500004;Ērgļu slimnīca, Ērgļu pašvaldības sabiedrība ar ierobežotu atbildību
170000137;Vasile Daina - masiera prakse 
10077213;Aleksans Sergejs - ārsta prakse zobārstniecībā
880200025;VITAS NORENBERGAS ĢIMENES ĀRSTA PRAKSE, IK
420200012;Žīgure Ira - ģimenes ārsta un pediatra prakse
10000458;ZOBU NAMS, Sabiedrība ar ierobežotu atbildību
661400016;Leiduma Daira - ārsta prakse zobārstniecībā
10001537;Tanddent, Sabiedrība ar ierobežotu atbildību
880200082;Šmite Aija - ārsta prakse dermatoloģijā, veneroloģijā
10001538;Stunžāns Oļegs -ārsta prakse traumatoloģijā, ortopēdijā
10000578;Zobārstniecība Vanda, SIA
22000001;AleDent, Sabiedrība ar ierobežotu atbildību
270064507;DAKTERES KIRIČKEVIČAS PRIVĀTPRAKSE, Individuālais uzņēmums
170077202;SOLADENS, SIA
10064563;DENTISTS-T, Sabiedrība ar ierobežotu atbildību firma
170077457;Petrovs Pēteris - ģimenes ārsta prakse 
170077458;Mockus Aļģirds - ģimenes ārsta prakse
130000080;Servisa Aģentūra AG, Sabiedrība ar ierobežotu atbildību
90000102;Predibailo Ļubova - masiera prakse
19177468;Tambora Ingrīda - algologa, akupunktūras, fizikālās un rehabilitācijas ārsta un fizioterapeita prakse
10064116;VIA UNA, Sabiedrība ar ierobežotu atbildību
806900003;Džīva, Sabiedrība ar ierobežotu atbildību
360800001;Apes ārsta prakse, Sabiedrība ar ierobežotu atbildību
880200084;Vilkaste Kārlis - ģimenes ārsta prakse
900200042;Ūbele Mārīte - ārsta prakse radioloģijā
130075410;Keiva Anita - ģimenes ārsta prakse
10065212;KLĪNIKA EGV, Sabiedrība ar ierobežotu atbildību
10001154;Siliņa Rigonda - fizioterapeita prakse
600200031;SKAISTAS FELDŠERU-VECMĀŠU PUNKTS, Krāslavas novada Skaistas pagasta pārvalde
420200033;AB DENTAL, IK
10064103;MOŽUMS-1, Sabiedrība ar ierobežotu atbildību
210000043;Medical plus, Sabiedrība ar ierobežotu atbildību
980200009;Cērpa Ilva - ģimenes ārsta un arodveselības un arodslimību ārsta prakse
880200018;Smelte Kristīne - ģimenes ārsta prakse
601000004;Maceviča Ilona - ārsta prakse zobārstniecībā
427700002;VMVK, Sabiedrība ar ierobežotu atbildību
420200071;ASCENDO klīnika, SIA
420200072;Lancmane Ilvita - zobu higiēnista prakse
880200024;Valdas Strēlnieces ārsta prakse, SIA
10000187;Ģīlis Dainis - ārsta prakse uroloģijā
10000298;SALONS NIKOLETA, IK
10077478;Zēbolds Silvestris - Zēbolds Silvestris - ārsta prakse traumatoloģijā, ortopēdijā
170075411;Brauna Anita - ģimenes ārsta un arodveselības un arodslimību ārsta prakse 
10000226;DENT DI, SIA
170000041;Spinga Uģis - ārsta prakse neiroķirurģijā
110000075;Kristīnes Ducenas ārsta prakse, SIA
880200017;LAURAS RĒRIHAS PRAKSE, Sabiedrība ar ierobežotu atbildību
420200003;Berga Anita -ģimenes ārsta prakse
10001539;DentaVis, Sabiedrība ar ierobežotu atbildību 
10001540;Pudulis Jānis - ārsta prakse kardioloģijā
381600004;Buzijana Valda - ārsta prakse zobārstniecībā
381600005;Buzijans Veniamins - ārsta prakse zobārstniecībā
700200061;A.Labuces zobārstniecības kabinets, Sabiedrība ar ierobežotu atbildību
10001541;CMAP, Sabiedrība ar ierobežotu atbildību
460200038;Ķipēna Māra - ārsta prakse zobārstniecībā 
130077418;Akere Iveta - ārsta prakse otolaringoloģijā
50000137;DAUGAVPILS UNIVERSITĀTE
801600068;Podskočija Zane - fizioterapeita prakse
809600005;TVVT, Sabiedrība ar ierobežotu atbildību
880200016;TALSU VESELĪBAS CENTRS, SIA 
10001542;VALIS Zobārstniecība, Sabiedrība ar ierobežotu atbildību
10001543;Atvasināta publiska persona Latvijas Biomedicīnas pētījumu un studiju centrs
10068303;E.GULBJA LABORATORIJA, Sabiedrība ar ierobežotu atbildību
210000056;Timošenkovs Oļegs - arodveselības un arodslimību ārsta prakse 
800800034;Guntas Āboltiņas ģimenes ārsta prakse, Sabiedrība ar ierobežotu atbildību
681800002;Sviklāne Inga - ģimenes ārsta prakse
10001544;Zobārstniecība Kate, Sabiedrība ar ierobežotu atbildību
10001545;NordicDental, Sabiedrība ar ierobežotu atbildību
460800002;Novicāne Silva - ģimenes ārsta prakse
680200037;Cvetkova Anna - ģimenes ārsta prakse 
170000138;Dr.Rudzītes ārsta prakse, Sabiedrība ar ierobežotu atbildību
740200015;ANARALS, Sabiedrība ar ierobežotu atbildību
10001547;Brūkle Līga - ģimenes ārsta prakse
620200057;Sarmītes Opmanes ģimenes ārsta prakse, SIA
740200087;MEDcontrol, Sabiedrība ar ierobežotu atbildību
10001548;Skaists un vesels, Sabiedrība ar ierobežotu atbildību
661400017;Ainažu doktorāts, SIA
561800004;Baldunčika Sandra - ārsta prakse zobārstniecībā
19675401;Kavejeva Aļfija - ģimenes ārsta prakse
10000278;GRINDEKS, Akciju sabiedrība
10001096;Kozlovska Līga - ārsta prakse ginekoloģijā, dzemdniecībā
10001549;Zahare-Seļma Irita - zobu higiēnista prakse
19275427;Aldersone Aizeneta -ģimenes ārsta prakse
19275428;Indrāne Inga - ģimenes ārsta prakse
684900003;Griščenko Svetlana -ārsta prakse zobārstniecībā
801600069;Masaļska Anete - ārsta prakse psihiatrijā 
10001550;AVAMED, SIA 
781800016;LatDental, SIA
10001505;Gundara Rusova ortopēdijas prakse,IK
19275433;Kormiļicina Gaļina - ģimenes ārsta prakse
19275426;Bērziņa Zane - ģimenes ārsta prakse
905100010;Smārdes doktorāts, Sabiedrība ar ierobežotu atbildību
19275434;Straume Dace - ģimenes ārsta prakse
10000429;Muravjova Olga - ģimenes ārsta prakse 
801200002;STOMATOLOGS, Sabiedrība ar ierobežotu atbildību
880200076;DAKS AG, SIA
210000048;Ivadent, Sabiedrība ar ierobežotu atbildību 
10000017;ALATS Pluss, SIA
360200021;Rūtas Vanagas ārsta prakse, SIA
19577420;Pujate Inese - ārsta prakse ginekoloģijā, dzemdniecībā
19275435;Ķirkuma Aija - ģimenes ārsta prakse
10000945;VIZUS OPTIMA, Sabiedrība ar ierobežotu atbildību
10000154;ANTRA, Sabiedrība ar ierobežotu atbildību
50000064;Daugavpils pilsētas4. speciālā pirmsskolas izglītības iestāde
10000594;Rīgas2. pamatskola
10001552;Auglības klīnika MAMA RĪGA, Sabiedrība ar ierobežotu atbildību
740200068;Bērziņa Gaida - ģimenes ārsta prakse
19175410;Rimjane Natālija - ģimenes ārsta, psihoterapeita un arodveselības un arodslimību ārsta prakse
700200063;VESTIENAS FELDŠERPUNKTS, Madonas novada Vestienas pagasta pārvalde
90065204;Centra doktorāts, Sabiedrība ar ierobežotu atbildību
19164063;Akadēmiskā histoloģijas laboratorija, SIA
10000868;Alpino Pērle, Sabiedrība ar ierobežotu atbildību
10001553;Neiroimunoloģijas un imūndeficītu centrs, SIA
50000015;VESELĪBAS CENTRS MC, Sabiedrība ar ierobežotu atbildību
10001554;ERA ESTHETIC, SIA
10000483;Popova Olga - ārsta prakse oftalmoloģijā
19177463;IB-AP, IK
250000046;Simtiņa Anita - ārsta prakse zobārstniecībā
19177462;Dr. D.Kalvānes ārsta prakse, SIA
90077417;Ābeles ārsta prakse, Sabiedrība ar ierobežotu atbildību
409500005;Cirša Aija -ģimenes ārsta prakse
250000066;Kārkliņš Jānis - ārsta prakse uroloģijā
961000005;Genriha-Kauliņa Oļesja - masiera prakse
10001494;Tava Veselība AL, SIA
705500009;AURIS, Madonas rajona D.Kalves individuālais uzņēmums
19677405;Šēfere Māra - ārsta prakse neiroloģijā un osteopātijā 
10001556;Dobrā Ilze - ārsta prakse psihiatrijā
10000030;Berliņa Vita - ģimenes ārsta prakse
19277412;Eņģelis Arnis- ārsta prakse bērnu ķirurģijā
701800004;Gritāne Sandra- ģimenes ārsta prakse
460200039;Zīberte Olga - ārsta prakse zobārstniecībā
400200055;Indent, SIA
10001557;SMP DOKTORĀTS, Sabiedrība ar ierobežotu atbildību
250000122;GM, Sabiedrība ar ierobežotu atbildību
10001558;DDA Orthopaedics, Sabiedrība ar ierobežotu atbildību
90000046;A Dent Pluss, SIA
10001559;VIRONA, Sabiedrība ar ierobežotu atbildību
460200027;Mirdzas Siliņas ārsta prakse, SIA
10000948;Ivanovs Rolands - ārsta prakse psihiatrijā un psihoterapijā 
10001413;Znotiņa Aina - ģimenes ārsta un arodveselības un arodslimību ārsta prakse
880200069;Sporāne Evija - ģimenes ārsta prakse
500200004;STARU FELDŠERU - VECMĀŠU PUNKTS, Gulbenes novada Daukstu pagasta pārvalde
10000239;Pūce Sandra - ārsta prakse psihiatrijā
10001560;Roziņa Ineta - ārsta prakse psihiatrijā
705500002;SAUSNĒJAS AMBULANCE, Ērgļu novada pašvaldība 
10001561;Sievietes veselības centrs, SIA
170000139;Kaufmane Skaidrīte - ģimenes ārsta, homeopāta un arodveselības un arodslimību ārsta prakse
170077439;Popova Alla - ģimenes ārsta, internista, imunologa un arodveselības un arodslimību ārsta prakse
700200053;Degumnieku feldšeru punkts, Madonas novada Ošupes pagasta pārvalde
700200047;Pujate Rasma -ģimenes ārsta prakse
500200003;DAUKSTU FELDŠERU - VECMĀŠU PUNKTS, Gulbenes novada Daukstu pagasta pārvalde
961600007;M. GRŪSLES ĀRSTA PRAKSE, SIA
661000005;Kundrāte Gunta - ģimenes ārsta praks
961000004;Plūme Anda - ģimenes ārsta un ginekologa, dzemdību speciālista prakse
130000081;Bulduru Doktorāts, Sabiedrība ar ierobežotu atbildību
940200020;ĒRĢEMES FELDŠERPUNKTS, Valkas novada dome 
10000032;QUARTUS, Sabiedrība ar ierobežotu atbildību
10001562;REHAD, Sabiedrība ar ierobežotu atbildību 
740200095;LENIS L, Sabiedrība ar ierobežotu atbildību
90000094;Pain Off, Sabiedrība ar ierobežotu atbildību
500200043;DRUVIENAS FELDŠERU-VECMĀŠU PUNKTS, Gulbenes novada Druvienas pagasta pārvald
10001120;Kulišovs Ignatijs - ģimenes ārsta prakse 
50000138;Jefremkins Aleksejs - ģimenes ārsta prakse
10001091;Klīnika MEDEORA, Sabiedrība ar ierobežotu atbildību
381600002;Muraškina Ruta - ģimenes ārsta prakse
270000040;Kukle Solvita - ģimenes ārsta prakse
10001564;Repša Lauris - ārsta prakse traumatoloģijā, ortopēdijā
424700001;ĢIKŠU DIENAS APRŪPES CENTRS, Amatas novada pašvaldība
19464519;ARKĀDE DENTAL, Sabiedrība ar ierobežotu atbildību
10001565;PATELLO LTD, Sabiedrība ar ierobežotu atbildību
90077418;Ilgas Zaķes ārsta prakse, Sabiedrība ar ierobežotu atbildību 
740200049;Daces Teterovskas ārsta prakse endokrinoloģijā, Sabiedrība ar ierobežotu atbildību
661400013;Korģenes feldšeru vecmāšu punkts, SALACGRĪVAS NOVADA DOME
10001118;Zandersone Inga - ārsta prakse pediatrijā
19375419;ARST-L, SIA 
601000018;ŠĶAUNES FELDŠERU-AKUŠIERU PUNKTS, Dagdas novada pašvaldības Šķaunes pagasta pārvalde
660200040;VIDRIŽU DOKTORĀTS, SIA
19164514;IMADENTS, Sabiedrība ar ierobežotu atbildību
50000082;EPIKA, Sabiedrība ar ierobežotu atbildību
804900012;PIE SAVĒJIEM, Beļickas Rīgas individuālais daudznozaru uzņēmums
460200009;Sloka Daina -ģimenes ārsta prakse
460200006;Lemhena Liena - ģimenes ārsta prakse
19475402;Fradinas Tatjanas ģimenes ārsta prakse, SIA
381600008;Šļakota Aija - ģimenes ārsta prakse
661400005;Sarmas Līsmanes ģimenes ārstes prakse, SIA
10000220;Talente Guntra - ģimenes ārsta prakse 
940200021;VIJCIEMA FELDŠERPUNKTS, Valkas novada dome 
10001568;Lolitas Nikolājevas zobārstniecības privātprakse, Sabiedrība ar ierobežotu atbildību
801600070;Tamane Valda-vecmātes prakse
500200019;Mezīte Baiba - ģimenes ārsta un arodveselības un arodslimību ārsta prakse
10067402;SILVA MED, Rīgas pilsētas S.Pujātes individuālais uzņēmums medicīniskā firma
10067401;VIKTORIJA D, Rīgas pilsētas V.Driksmanes individuālais uzņēmums medicīniskā firma
400200056;Ģimenes Studija, Sabiedrība ar ierobežotu atbildību
170000141;Stirna Valters - ārsta prakse kardioloģijā
10001570;NaMejor Dent, SIA 
19475426;Šnaidere Jūlija - ģimenes ārsta prakse
10001572;RURSUS, SIA
10001098;Haustova Tatjana - ārsta prakse zobārstniecībā
941800005;Jērcēnu pagasta veselības punkts
10000503;TAKA ESSE, SIA 
10000543;Kapluna Meri - ārsta prakse zobārstniecībā 
10000910;Faktore Mali - ārsta prakse zobārstniecībā
740600018;Veselības veicināšanas centrs, OGRES NOVADA PAŠVALDĪBA
781800005;Viļānu slimnīca, Sabiedrība ar ierobežotu atbildību
250000064;Zubka Irēna - ārsta prakse zobārstniecībā un homeopātijā
10001573;Klasiskās homeopātijas centrs, Sabiedrība ar ierobežotu atbildību
10001574;Jabbour Medical, Sabiedrība ar ierobežotu atbildību
10001575;Gubska Žanna - ģimenes ārsta prakse
741400004;Matisone Inese -ģimenes ārsta prakse
50066201;IVAKO GROUP, Sabiedrība ar ierobežotu atbildību 
10001576;MKS-D, Sabiedrība ar ierobežotu atbildību
10001578;Zārde Inga - ārsta prakse psihiatrijā
10077403;MĀJAS ĀRSTS, Valentinas Tenis Rīgas individuālais uzņēmums medicīniskā firma
10000314;INETEX, SIA
110000016;Blumbeka Diāna - masiera prakse
10075401;Lustika Daina - ģimenes ārsta un pediatra prakse
19475424;Burova Leonora - ģimenes ārsta prakse
19375414;MAKONT MED, SIA 
10001303;Zaiceva Nataļja - ģimenes ārsta un arodveselības un arodslimību ārsta prakse 
170000142;Frišmane Inga - ārsta radiologa diagnosta prakse
940200014;Nātra Inga - ģimenes ārsta prakse
170000143;Jākobsone Māra - masiera prakse 
741400026;OLIVERSS, Sabiedrība ar ierobežotu atbildību
19477410;Ozola Sarmīte - ārsta prakse neiroloģijā un bērnu neiroloģijā
10001580;Nataleks, Sabiedrība ar ierobežotu atbildību
680200009;INSAITS A, Sabiedrība ar ierobežotu atbildību
429300006;Vecpiebalgas doktorāts, SIA
10000204;Zvīgule Ligita - ārsta prakse radioloģijā
10000118;Delta MIO, Sabiedrība ar ierobežotu atbildību
270064003;DZIEDINĀTAVA, SIA
270064503;Klīnika ZINTA, SIA
10065409;ĀRSTES I.RAČINSKAS PRIVĀTPRAKSE, Irinas Račinskas Rīgas individuālais uzņēmums medicīniskā firma
210000057;Aborinska Arnita - ārsta prakse oftalmoloģijā 
10001581;Medline, Sabiedrība ar ierobežotu atbildību
170000145;Svile Līga - fizioterapeita prakse
10001584;ARITMIJA IN, Sabiedrība ar ierobežotu atbildību
740200069;MAZOZOLU PAGASTA VESELĪBAS APRŪPES PUNKTS, OGRES NOVADA PAŠVALDĪBAS MAZOZOLU PAGASTA PĀRVALDE
270077802;Ozoliņš Ringolds - masiera prakse
19675405;Strazdiņa Inguna - ģimenes ārsta prakse 
10001227;Irinas Lazarevas ģimenes ārsta prakse, Sabiedrība ar ierobežotu atbildību
19675406;Bogdanova Gaļina - ģimenes ārsta prakse
10000284;AZL zobārstniecība, Sabiedrība ar ierobežotu atbildību
420200020;Cēsu Bērzaines pamatskola-attīstības centrs
10000183;LASA MED, SIA
130000082;Amberdent Clinic, Sabiedrība ar ierobežotu atbildību
880200060;Lakševica Jekaterina - ārsta prakse homeopātijā
19675412;Grigorenko Nataļja - ģimenes ārsta un arodveselības un arodslimību ārsta prakse
10001418;I.Kuģes ģimenes ārsta prakse, Sabiedrība ar ierobežotu atbildību 
110000015;MAV un K, Sabiedrība ar ierobežotu atbildību
604300002;PRIEŽMALES FELDŠERU PUNKTS, Aglonas novada dome
210000058;Medicīnas centrs36,6, Sabiedrība ar ierobežotu atbildību 
90077421;Zborovska Mudīte - ārsta prakse kardioloģijā
360200030;Kobzeva Jeļena - masiera prakse
10001175;Maksima Ilze - ārsta prakse narkoloģijā
620200062;ANROJA, SIA
460200035;GabDent, IK
170000146;Vērdiņš Kārlis - plastikas ķirurga ārsta prakse
801200022;Korņejeva Tatjana - ģimenes ārsta prakse
19277207;Liniņa Dagnija - ārsta prakse zobārstniecībā
90000104; Saša-Zaša Tatjana - masiera un skaistumkopšanas prakse
10000524;Eligo, Sabiedrība ar ierobežotu atbildību
170000090;Aija Kraskura, IK
10001586;Anna Bertones ģimenes ārsta prakse, SIA
19475401;Ilzes Jākobsones ģimenes ārsta prakse, Sabiedrība ar ierobežotu atbildību
10001588;Andreja Sazoņika ģimenes ārsta prakse, Sabiedrība ar ierobežotu atbildību
10077486;Ingrīdas Šilbergas ārsta prakse ginekoloģijā un dzemdniecībā, SIA 
801200027;TJARVE, Sabiedrība ar ierobežotu atbildību 
19164511;M.BĒRZIŅA ZOBĀRSTNIECĪBAS PRIVĀTPRAKSE, Sabiedrība ar ierobežotu atbildību
19375413;Frīdvalde Anita - ģimenes ārsta prakse
90000105;Sīricas ārsta prakse, Sabiedrība ar ierobežotu atbildību
250000072;J.Krauzes ārsta prakse, SIA
10000555;E ZOBU TEHNIĶI, Sabiedrība ar ierobežotu atbildību
660200014;EDENTA, SIA
10000938;LNS Surdotehniskās palīdzības centrs, SIA
270064004;SMAIDS A, SIA
10000369;Kolontaja-Zaube Inese - ārsta prakse dermatoloģijā, veneroloģijā
10000596;Veselība un estētika, Sabiedrība ar ierobežotu atbildību
90000076;TIĀRA32, SIA 
10001590;Nonnas Tomiševas privātprakse, SIA
170077426;Lindas Ķeružes psihiatrijas centrs, Sabiedrība ar ierobežotu atbildību
10001375;Šamova Marina - ārsta prakse zobārstniecībā
900200087;Zīriņa Inta - ārsta prakse zobārstniecībā
540200019;Strazdiņa Ilze - ģimenes ārsta prakse 
10001591;Elpo Brīvi, SIA 
10001434;Katedra, Sabiedrība ar ierobežotu atbildību
10001592;Ievu Kalns fizio, Sabiedrība ar ierobežotu atbildību 
10001042;M.Bērziņa zobārstniecība, SIA
681000011;SALNAVAS FELDŠERU - VECMĀŠU PUNKTS, Kārsavas novada pašvaldība
10000977;Neatliekamās medicīniskās palīdzības dienests
130000083;ČERNOVS UN CO, Sabiedrība ar ierobežotu atbildību
19475441;Vija Med, Sabiedrība ar ierobežotu atbildību 
130000084;Vende Vladimirs - ārsta prakse zobārstniecībā
19475425;Čodere Edīte - ģimenes ārsta prakse
10000917;PROTECTA, Sabiedrība ar ierobežotu atbildību
427500009;Stjade Irita - ģimenes ārsta un arodveselības un arodslimību ārsta prakse
10001593;Jaudzeme Oksana - ģimenes ārsta prakse
50077461;Mihailova Svetlana - ģimenes ārsta un pediatra prakse
50077479;Petroviča Larisa - ģimenes ārsta un pediatra prakse
50077479;Petroviča Larisa - ģimenes ārsta un pediatra prakse 
10000506;Freimanis Ilārs - ģimenes ārsta prakse
781800011;ATSPUKAS FELDŠERU-VECMĀŠU PUNKTS, VIĻĀNU NOVADA PAŠVALDĪBA
440200014;SVENTES FELDŠERU-VECMĀŠU PUNKTS, SVENTES PAGASTA PĀRVALDE 
10001123;Degro Zane - ārsta prakse dermatoloģijā un veneroloģijā 
10001596;Derma Clinic Riga, SIA
10000839;DENTAL OFFICE, SIA 
880200035;Pulkstene Dace-ārsta prakse zobārstniecībā, Sabiedrība ar ierobežotu atbildību
19268301;GENERA, SIA
640600017;Sorokina Jeļena - ārsta prakse neiroloģijā, narkoloģijā un psihiatrijā
10064542;BAHMANE UN KOMPĀNIJA, Sabiedrība ar ierobežotu atbildību
420200024;Tereško Baiba - ārsta prakse homeopātijā un pediatrijā
10000216;OMDIMA, Sabiedrība ar ierobežotu atbildību
10001600;AltroMed, Sabiedrība ar ierobežotu atbildību
170000148;Kārkls Varis - fizioterapeita prakse 
961600018;Lāce Daira - fizioterapeita prakse 
210000059;Vladimira Sorokina ārsta prakse, Sabiedrība ar ierobežotu atbildību
741400027;Andas Balgalves funkcionālās optometrijas klīnika, Sabiedrība ar ierobežotu atbildību
